"","Municipio.Fato","Natureza.Ocorrencia","mes_data","bo"
"25868","CUIABA","ROUBO SEGUIDO DE MORTE",2018-12-01,6
"25869","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2018-12-01,1
"25870","ACORIZAL","FURTO",2019-01-01,6
"25871","AGUA BOA","FURTO",2019-01-01,37
"25872","ALTA FLORESTA","FURTO",2019-01-01,40
"25873","ALTO ARAGUAIA","FURTO",2019-01-01,17
"25874","ALTO BOA VISTA","FURTO",2019-01-01,1
"25875","ALTO GARCAS","FURTO",2019-01-01,10
"25876","ALTO PARAGUAI","FURTO",2019-01-01,6
"25877","ALTO TAQUARI","FURTO",2019-01-01,8
"25878","APIACAS","FURTO",2019-01-01,13
"25879","ARAGUAIANA","FURTO",2019-01-01,6
"25880","ARAPUTANGA","FURTO",2019-01-01,23
"25881","ARENAPOLIS","FURTO",2019-01-01,10
"25882","ARIPUANA","FURTO",2019-01-01,23
"25883","BARAO DE MELGACO","FURTO",2019-01-01,1
"25884","BARRA DO BUGRES","FURTO",2019-01-01,24
"25885","BARRA DO GARCAS","FURTO",2019-01-01,118
"25886","BOM JESUS DO ARAGUAIA","FURTO",2019-01-01,2
"25887","BRASNORTE","FURTO",2019-01-01,22
"25888","CACERES","FURTO",2019-01-01,147
"25889","CAMPINAPOLIS","FURTO",2019-01-01,6
"25890","CAMPO NOVO DO PARECIS","FURTO",2019-01-01,23
"25891","CAMPO VERDE","FURTO",2019-01-01,52
"25892","CAMPOS DE JULIO","FURTO",2019-01-01,6
"25893","CANABRAVA DO NORTE","FURTO",2019-01-01,1
"25894","CANARANA","FURTO",2019-01-01,24
"25895","CARLINDA","FURTO",2019-01-01,3
"25896","CASTANHEIRA","FURTO",2019-01-01,10
"25897","CHAPADA DOS GUIMARAES","FURTO",2019-01-01,44
"25898","CLAUDIA","FURTO",2019-01-01,6
"25899","COCALINHO","FURTO",2019-01-01,5
"25900","COLIDER","FURTO",2019-01-01,21
"25901","COLNIZA","FURTO",2019-01-01,25
"25902","COMODORO","FURTO",2019-01-01,21
"25903","CONFRESA","FURTO",2019-01-01,46
"25904","CONQUISTA DOESTE","FURTO",2019-01-01,3
"25905","COTRIGUACU","FURTO",2019-01-01,6
"25906","CUIABA","FURTO",2019-01-01,1248
"25907","CURVELANDIA","FURTO",2019-01-01,4
"25908","DENISE","FURTO",2019-01-01,3
"25909","DIAMANTINO","FURTO",2019-01-01,21
"25910","DOM AQUINO","FURTO",2019-01-01,9
"25911","FELIZ NATAL","FURTO",2019-01-01,10
"25912","FIGUEIROPOLIS D""OESTE","FURTO",2019-01-01,1
"25913","GAUCHA DO NORTE","FURTO",2019-01-01,2
"25914","GENERAL CARNEIRO","FURTO",2019-01-01,7
"25915","GLORIA DOESTE","FURTO",2019-01-01,3
"25916","GUARANTA DO NORTE","FURTO",2019-01-01,36
"25917","GUIRATINGA","FURTO",2019-01-01,4
"25918","IPIRANGA DO NORTE","FURTO",2019-01-01,5
"25919","ITANHANGA","FURTO",2019-01-01,4
"25920","ITAUBA","FURTO",2019-01-01,3
"25921","ITIQUIRA","FURTO",2019-01-01,14
"25922","JACIARA","FURTO",2019-01-01,18
"25923","JANGADA","FURTO",2019-01-01,17
"25924","JAURU","FURTO",2019-01-01,12
"25925","JUARA","FURTO",2019-01-01,22
"25926","JUINA","FURTO",2019-01-01,55
"25927","JURUENA","FURTO",2019-01-01,6
"25928","JUSCIMEIRA","FURTO",2019-01-01,11
"25929","LAMBARI DOESTE","FURTO",2019-01-01,1
"25930","LUCAS DO RIO VERDE","FURTO",2019-01-01,91
"25931","MARCELANDIA","FURTO",2019-01-01,5
"25932","MATUPA","FURTO",2019-01-01,22
"25933","MIRASSOL D""OESTE","FURTO",2019-01-01,43
"25934","NOBRES","FURTO",2019-01-01,15
"25935","NORTELANDIA","FURTO",2019-01-01,4
"25936","NOSSA SRA DO LIVRAMENTO","FURTO",2019-01-01,15
"25937","NOVA BANDEIRANTE","FURTO",2019-01-01,3
"25938","NOVA BRASILANDIA","FURTO",2019-01-01,5
"25939","NOVA CANAA DO NORTE","FURTO",2019-01-01,2
"25940","NOVA LACERDA","FURTO",2019-01-01,10
"25941","NOVA MARILANDIA","FURTO",2019-01-01,1
"25942","NOVA MARINGA","FURTO",2019-01-01,7
"25943","NOVA MONTEVERDE","FURTO",2019-01-01,5
"25944","NOVA MUTUM","FURTO",2019-01-01,48
"25945","NOVA NAZARE","FURTO",2019-01-01,1
"25946","NOVA OLIMPIA","FURTO",2019-01-01,13
"25947","NOVA SANTA HELENA","FURTO",2019-01-01,4
"25948","NOVA UBIRATA","FURTO",2019-01-01,5
"25949","NOVA XAVANTINA","FURTO",2019-01-01,27
"25950","NOVO HORIZONTE DO NORTE","FURTO",2019-01-01,3
"25951","NOVO MUNDO","FURTO",2019-01-01,1
"25952","NOVO SANTO ANTONIO","FURTO",2019-01-01,1
"25953","NOVO SAO JOAQUIM","FURTO",2019-01-01,2
"25954","PARANAITA","FURTO",2019-01-01,7
"25955","PARANATINGA","FURTO",2019-01-01,17
"25956","PEDRA PRETA","FURTO",2019-01-01,21
"25957","PEIXOTO DE AZEVEDO","FURTO",2019-01-01,28
"25958","PLANALTO DA SERRA","FURTO",2019-01-01,1
"25959","POCONE","FURTO",2019-01-01,32
"25960","PONTAL DO ARAGUAIA","FURTO",2019-01-01,6
"25961","PONTE BRANCA","FURTO",2019-01-01,2
"25962","PONTES E LACERDA","FURTO",2019-01-01,44
"25963","PORTO ALEGRE DO NORTE","FURTO",2019-01-01,9
"25964","PORTO DOS GAUCHOS","FURTO",2019-01-01,5
"25965","PORTO ESPERIDIAO","FURTO",2019-01-01,7
"25966","PORTO ESTRELA","FURTO",2019-01-01,1
"25967","POXOREO","FURTO",2019-01-01,10
"25968","PRIMAVERA DO LESTE","FURTO",2019-01-01,102
"25969","QUERENCIA","FURTO",2019-01-01,11
"25970","RESERVA DO CABACAL","FURTO",2019-01-01,4
"25971","RIBEIRAO CASCALHEIRA","FURTO",2019-01-01,9
"25972","RIBEIRAOZINHO","FURTO",2019-01-01,1
"25973","RIO BRANCO","FURTO",2019-01-01,10
"25974","RONDOLANDIA","FURTO",2019-01-01,2
"25975","RONDONOPOLIS","FURTO",2019-01-01,298
"25976","ROSARIO OESTE","FURTO",2019-01-01,27
"25977","SALTO DO CEU","FURTO",2019-01-01,1
"25978","SANTA CARMEN","FURTO",2019-01-01,3
"25979","SANTA CRUZ DO XINGU","FURTO",2019-01-01,1
"25980","SANTA RITA DO TRIVELATO","FURTO",2019-01-01,1
"25981","SANTA TEREZINHA","FURTO",2019-01-01,4
"25982","SANTO AFONSO","FURTO",2019-01-01,4
"25983","SANTO ANTONIO DO LESTE","FURTO",2019-01-01,2
"25984","SANTO ANTONIO DO LEVERGER","FURTO",2019-01-01,16
"25985","SAO FELIX DO ARAGUAIA","FURTO",2019-01-01,13
"25986","SAO JOSE DO POVO","FURTO",2019-01-01,5
"25987","SAO JOSE DO RIO CLARO","FURTO",2019-01-01,15
"25988","SAO JOSE DO XINGU","FURTO",2019-01-01,4
"25989","SAO JOSE DOS QUATRO MARCOS","FURTO",2019-01-01,15
"25990","SAPEZAL","FURTO",2019-01-01,19
"25991","SERRA NOVA DOURADA","FURTO",2019-01-01,1
"25992","SINOP","FURTO",2019-01-01,234
"25993","SORRISO","FURTO",2019-01-01,129
"25994","TABAPORA","FURTO",2019-01-01,6
"25995","TANGARA DA SERRA","FURTO",2019-01-01,157
"25996","TAPURAH","FURTO",2019-01-01,12
"25997","TERRA NOVA DO NORTE","FURTO",2019-01-01,9
"25998","TESOURO","FURTO",2019-01-01,1
"25999","TORIXOREU","FURTO",2019-01-01,3
"26000","UNIAO DO SUL","FURTO",2019-01-01,4
"26001","VALE DE SAO DOMINGOS","FURTO",2019-01-01,2
"26002","VARZEA GRANDE","FURTO",2019-01-01,330
"26003","VERA","FURTO",2019-01-01,6
"26004","VILA BELA DA SS TRINDADE","FURTO",2019-01-01,12
"26005","VILA RICA","FURTO",2019-01-01,19
"26006","AGUA BOA","HOMICÍDIO DOLOSO",2019-01-01,1
"26007","ALTA FLORESTA","HOMICÍDIO DOLOSO",2019-01-01,2
"26008","ALTO BOA VISTA","HOMICÍDIO DOLOSO",2019-01-01,1
"26009","ALTO PARAGUAI","HOMICÍDIO DOLOSO",2019-01-01,2
"26010","ALTO TAQUARI","HOMICÍDIO DOLOSO",2019-01-01,2
"26011","APIACAS","HOMICÍDIO DOLOSO",2019-01-01,3
"26012","ARENAPOLIS","HOMICÍDIO DOLOSO",2019-01-01,1
"26013","ARIPUANA","HOMICÍDIO DOLOSO",2019-01-01,4
"26014","BARAO DE MELGACO","HOMICÍDIO DOLOSO",2019-01-01,1
"26015","BARRA DO BUGRES","HOMICÍDIO DOLOSO",2019-01-01,1
"26016","BARRA DO GARCAS","HOMICÍDIO DOLOSO",2019-01-01,4
"26017","BRASNORTE","HOMICÍDIO DOLOSO",2019-01-01,1
"26018","CACERES","HOMICÍDIO DOLOSO",2019-01-01,6
"26019","CAMPO NOVO DO PARECIS","HOMICÍDIO DOLOSO",2019-01-01,1
"26020","CAMPOS DE JULIO","HOMICÍDIO DOLOSO",2019-01-01,1
"26021","CARLINDA","HOMICÍDIO DOLOSO",2019-01-01,1
"26022","CASTANHEIRA","HOMICÍDIO DOLOSO",2019-01-01,4
"26023","CHAPADA DOS GUIMARAES","HOMICÍDIO DOLOSO",2019-01-01,3
"26024","CLAUDIA","HOMICÍDIO DOLOSO",2019-01-01,2
"26025","COLIDER","HOMICÍDIO DOLOSO",2019-01-01,1
"26026","COLNIZA","HOMICÍDIO DOLOSO",2019-01-01,4
"26027","COMODORO","HOMICÍDIO DOLOSO",2019-01-01,3
"26028","CONFRESA","HOMICÍDIO DOLOSO",2019-01-01,1
"26029","COTRIGUACU","HOMICÍDIO DOLOSO",2019-01-01,3
"26030","CUIABA","HOMICÍDIO DOLOSO",2019-01-01,28
"26031","DIAMANTINO","HOMICÍDIO DOLOSO",2019-01-01,3
"26032","DOM AQUINO","HOMICÍDIO DOLOSO",2019-01-01,2
"26033","FELIZ NATAL","HOMICÍDIO DOLOSO",2019-01-01,1
"26034","GENERAL CARNEIRO","HOMICÍDIO DOLOSO",2019-01-01,1
"26035","GUARANTA DO NORTE","HOMICÍDIO DOLOSO",2019-01-01,5
"26036","JACIARA","HOMICÍDIO DOLOSO",2019-01-01,2
"26037","JUARA","HOMICÍDIO DOLOSO",2019-01-01,3
"26038","JUINA","HOMICÍDIO DOLOSO",2019-01-01,5
"26039","JURUENA","HOMICÍDIO DOLOSO",2019-01-01,1
"26040","JUSCIMEIRA","HOMICÍDIO DOLOSO",2019-01-01,2
"26041","LUCAS DO RIO VERDE","HOMICÍDIO DOLOSO",2019-01-01,3
"26042","LUCIARA","HOMICÍDIO DOLOSO",2019-01-01,1
"26043","MARCELANDIA","HOMICÍDIO DOLOSO",2019-01-01,1
"26044","MATUPA","HOMICÍDIO DOLOSO",2019-01-01,2
"26045","MIRASSOL D""OESTE","HOMICÍDIO DOLOSO",2019-01-01,1
"26046","NOBRES","HOMICÍDIO DOLOSO",2019-01-01,3
"26047","NOVA CANAA DO NORTE","HOMICÍDIO DOLOSO",2019-01-01,1
"26048","NOVA MARINGA","HOMICÍDIO DOLOSO",2019-01-01,1
"26049","NOVA MONTEVERDE","HOMICÍDIO DOLOSO",2019-01-01,1
"26050","NOVA MUTUM","HOMICÍDIO DOLOSO",2019-01-01,2
"26051","NOVA NAZARE","HOMICÍDIO DOLOSO",2019-01-01,1
"26052","NOVA OLIMPIA","HOMICÍDIO DOLOSO",2019-01-01,2
"26053","NOVA UBIRATA","HOMICÍDIO DOLOSO",2019-01-01,1
"26054","NOVA XAVANTINA","HOMICÍDIO DOLOSO",2019-01-01,4
"26055","PARANATINGA","HOMICÍDIO DOLOSO",2019-01-01,1
"26056","PEDRA PRETA","HOMICÍDIO DOLOSO",2019-01-01,1
"26057","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2019-01-01,4
"26058","POCONE","HOMICÍDIO DOLOSO",2019-01-01,4
"26059","PONTES E LACERDA","HOMICÍDIO DOLOSO",2019-01-01,2
"26060","PORTO ALEGRE DO NORTE","HOMICÍDIO DOLOSO",2019-01-01,2
"26061","PORTO ESPERIDIAO","HOMICÍDIO DOLOSO",2019-01-01,1
"26062","POXOREO","HOMICÍDIO DOLOSO",2019-01-01,2
"26063","PRIMAVERA DO LESTE","HOMICÍDIO DOLOSO",2019-01-01,5
"26064","QUERENCIA","HOMICÍDIO DOLOSO",2019-01-01,1
"26065","RIBEIRAO CASCALHEIRA","HOMICÍDIO DOLOSO",2019-01-01,1
"26066","RONDONOPOLIS","HOMICÍDIO DOLOSO",2019-01-01,7
"26067","ROSARIO OESTE","HOMICÍDIO DOLOSO",2019-01-01,1
"26068","SANTO ANTONIO DO LEVERGER","HOMICÍDIO DOLOSO",2019-01-01,3
"26069","SAO FELIX DO ARAGUAIA","HOMICÍDIO DOLOSO",2019-01-01,2
"26070","SAO JOSE DO RIO CLARO","HOMICÍDIO DOLOSO",2019-01-01,4
"26071","SINOP","HOMICÍDIO DOLOSO",2019-01-01,3
"26072","SORRISO","HOMICÍDIO DOLOSO",2019-01-01,7
"26073","TANGARA DA SERRA","HOMICÍDIO DOLOSO",2019-01-01,5
"26074","TAPURAH","HOMICÍDIO DOLOSO",2019-01-01,4
"26075","TERRA NOVA DO NORTE","HOMICÍDIO DOLOSO",2019-01-01,1
"26076","UNIAO DO SUL","HOMICÍDIO DOLOSO",2019-01-01,1
"26077","VARZEA GRANDE","HOMICÍDIO DOLOSO",2019-01-01,9
"26078","VERA","HOMICÍDIO DOLOSO",2019-01-01,1
"26079","VILA BELA DA SS TRINDADE","HOMICÍDIO DOLOSO",2019-01-01,2
"26080","ARIPUANA","LESÃO CORPORAL SEGUIDA DE MORTE",2019-01-01,1
"26081","CAMPO NOVO DO PARECIS","LESÃO CORPORAL SEGUIDA DE MORTE",2019-01-01,1
"26082","FELIZ NATAL","LESÃO CORPORAL SEGUIDA DE MORTE",2019-01-01,1
"26083","ACORIZAL","ROUBO",2019-01-01,2
"26084","AGUA BOA","ROUBO",2019-01-01,1
"26085","ALTA FLORESTA","ROUBO",2019-01-01,2
"26086","ALTO ARAGUAIA","ROUBO",2019-01-01,9
"26087","ALTO GARCAS","ROUBO",2019-01-01,2
"26088","ALTO PARAGUAI","ROUBO",2019-01-01,1
"26089","ALTO TAQUARI","ROUBO",2019-01-01,1
"26090","ARAPUTANGA","ROUBO",2019-01-01,4
"26091","ARENAPOLIS","ROUBO",2019-01-01,10
"26092","ARIPUANA","ROUBO",2019-01-01,3
"26093","BARRA DO BUGRES","ROUBO",2019-01-01,6
"26094","BARRA DO GARCAS","ROUBO",2019-01-01,8
"26095","BOM JESUS DO ARAGUAIA","ROUBO",2019-01-01,1
"26096","BRASNORTE","ROUBO",2019-01-01,2
"26097","CACERES","ROUBO",2019-01-01,36
"26098","CAMPO NOVO DO PARECIS","ROUBO",2019-01-01,4
"26099","CAMPO VERDE","ROUBO",2019-01-01,16
"26100","CAMPOS DE JULIO","ROUBO",2019-01-01,1
"26101","CANABRAVA DO NORTE","ROUBO",2019-01-01,1
"26102","CANARANA","ROUBO",2019-01-01,5
"26103","CARLINDA","ROUBO",2019-01-01,1
"26104","CHAPADA DOS GUIMARAES","ROUBO",2019-01-01,4
"26105","COCALINHO","ROUBO",2019-01-01,1
"26106","COLIDER","ROUBO",2019-01-01,7
"26107","CONFRESA","ROUBO",2019-01-01,6
"26108","CUIABA","ROUBO",2019-01-01,522
"26109","DENISE","ROUBO",2019-01-01,1
"26110","DIAMANTINO","ROUBO",2019-01-01,4
"26111","FIGUEIROPOLIS D""OESTE","ROUBO",2019-01-01,1
"26112","GAUCHA DO NORTE","ROUBO",2019-01-01,1
"26113","GUARANTA DO NORTE","ROUBO",2019-01-01,18
"26114","GUIRATINGA","ROUBO",2019-01-01,1
"26115","ITAUBA","ROUBO",2019-01-01,1
"26116","JACIARA","ROUBO",2019-01-01,8
"26117","JANGADA","ROUBO",2019-01-01,6
"26118","JUARA","ROUBO",2019-01-01,1
"26119","JUINA","ROUBO",2019-01-01,7
"26120","JUSCIMEIRA","ROUBO",2019-01-01,2
"26121","LUCAS DO RIO VERDE","ROUBO",2019-01-01,17
"26122","MATUPA","ROUBO",2019-01-01,5
"26123","MIRASSOL D""OESTE","ROUBO",2019-01-01,4
"26124","NOBRES","ROUBO",2019-01-01,4
"26125","NOSSA SRA DO LIVRAMENTO","ROUBO",2019-01-01,9
"26126","NOVA CANAA DO NORTE","ROUBO",2019-01-01,1
"26127","NOVA MARILANDIA","ROUBO",2019-01-01,2
"26128","NOVA MARINGA","ROUBO",2019-01-01,2
"26129","NOVA MONTEVERDE","ROUBO",2019-01-01,1
"26130","NOVA MUTUM","ROUBO",2019-01-01,4
"26131","NOVA OLIMPIA","ROUBO",2019-01-01,6
"26132","NOVA XAVANTINA","ROUBO",2019-01-01,4
"26133","NOVO MUNDO","ROUBO",2019-01-01,1
"26134","PEDRA PRETA","ROUBO",2019-01-01,5
"26135","PEIXOTO DE AZEVEDO","ROUBO",2019-01-01,4
"26136","POCONE","ROUBO",2019-01-01,17
"26137","PONTES E LACERDA","ROUBO",2019-01-01,7
"26138","PORTO ALEGRE DO NORTE","ROUBO",2019-01-01,3
"26139","PORTO ESPERIDIAO","ROUBO",2019-01-01,1
"26140","PORTO ESTRELA","ROUBO",2019-01-01,1
"26141","POXOREO","ROUBO",2019-01-01,2
"26142","PRIMAVERA DO LESTE","ROUBO",2019-01-01,24
"26143","RONDONOPOLIS","ROUBO",2019-01-01,129
"26144","ROSARIO OESTE","ROUBO",2019-01-01,4
"26145","SANTA RITA DO TRIVELATO","ROUBO",2019-01-01,1
"26146","SANTA TEREZINHA","ROUBO",2019-01-01,2
"26147","SANTO ANTONIO DO LEVERGER","ROUBO",2019-01-01,7
"26148","SAO FELIX DO ARAGUAIA","ROUBO",2019-01-01,2
"26149","SAO JOSE DO POVO","ROUBO",2019-01-01,1
"26150","SAO JOSE DO RIO CLARO","ROUBO",2019-01-01,3
"26151","SAO JOSE DOS QUATRO MARCOS","ROUBO",2019-01-01,4
"26152","SINOP","ROUBO",2019-01-01,26
"26153","SORRISO","ROUBO",2019-01-01,36
"26154","TANGARA DA SERRA","ROUBO",2019-01-01,16
"26155","TAPURAH","ROUBO",2019-01-01,1
"26156","VALE DE SAO DOMINGOS","ROUBO",2019-01-01,1
"26157","VARZEA GRANDE","ROUBO",2019-01-01,234
"26158","VERA","ROUBO",2019-01-01,1
"26159","VILA BELA DA SS TRINDADE","ROUBO",2019-01-01,5
"26160","VILA RICA","ROUBO",2019-01-01,1
"26161","CUIABA","ROUBO SEGUIDO DE MORTE",2019-01-01,4
"26162","SINOP","ROUBO SEGUIDO DE MORTE",2019-01-01,1
"26163","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2019-01-01,2
"26164","ACORIZAL","FURTO",2019-02-01,3
"26165","AGUA BOA","FURTO",2019-02-01,30
"26166","ALTA FLORESTA","FURTO",2019-02-01,41
"26167","ALTO ARAGUAIA","FURTO",2019-02-01,20
"26168","ALTO BOA VISTA","FURTO",2019-02-01,6
"26169","ALTO GARCAS","FURTO",2019-02-01,7
"26170","ALTO PARAGUAI","FURTO",2019-02-01,4
"26171","ALTO TAQUARI","FURTO",2019-02-01,7
"26172","APIACAS","FURTO",2019-02-01,13
"26173","ARAGUAIANA","FURTO",2019-02-01,3
"26174","ARAGUAINHA","FURTO",2019-02-01,3
"26175","ARAPUTANGA","FURTO",2019-02-01,13
"26176","ARENAPOLIS","FURTO",2019-02-01,3
"26177","ARIPUANA","FURTO",2019-02-01,11
"26178","BARAO DE MELGACO","FURTO",2019-02-01,6
"26179","BARRA DO BUGRES","FURTO",2019-02-01,15
"26180","BARRA DO GARCAS","FURTO",2019-02-01,91
"26181","BOM JESUS DO ARAGUAIA","FURTO",2019-02-01,3
"26182","BRASNORTE","FURTO",2019-02-01,17
"26183","CACERES","FURTO",2019-02-01,180
"26184","CAMPINAPOLIS","FURTO",2019-02-01,8
"26185","CAMPO NOVO DO PARECIS","FURTO",2019-02-01,29
"26186","CAMPO VERDE","FURTO",2019-02-01,46
"26187","CAMPOS DE JULIO","FURTO",2019-02-01,4
"26188","CANABRAVA DO NORTE","FURTO",2019-02-01,4
"26189","CANARANA","FURTO",2019-02-01,18
"26190","CARLINDA","FURTO",2019-02-01,3
"26191","CASTANHEIRA","FURTO",2019-02-01,4
"26192","CHAPADA DOS GUIMARAES","FURTO",2019-02-01,33
"26193","CLAUDIA","FURTO",2019-02-01,10
"26194","COCALINHO","FURTO",2019-02-01,3
"26195","COLIDER","FURTO",2019-02-01,20
"26196","COLNIZA","FURTO",2019-02-01,14
"26197","COMODORO","FURTO",2019-02-01,17
"26198","CONFRESA","FURTO",2019-02-01,35
"26199","CONQUISTA DOESTE","FURTO",2019-02-01,3
"26200","CUIABA","FURTO",2019-02-01,1168
"26201","CURVELANDIA","FURTO",2019-02-01,9
"26202","DENISE","FURTO",2019-02-01,4
"26203","DIAMANTINO","FURTO",2019-02-01,19
"26204","DOM AQUINO","FURTO",2019-02-01,4
"26205","FELIZ NATAL","FURTO",2019-02-01,6
"26206","GAUCHA DO NORTE","FURTO",2019-02-01,1
"26207","GENERAL CARNEIRO","FURTO",2019-02-01,5
"26208","GLORIA DOESTE","FURTO",2019-02-01,2
"26209","GUARANTA DO NORTE","FURTO",2019-02-01,43
"26210","GUIRATINGA","FURTO",2019-02-01,10
"26211","INDIAVAI","FURTO",2019-02-01,3
"26212","IPIRANGA DO NORTE","FURTO",2019-02-01,3
"26213","ITANHANGA","FURTO",2019-02-01,2
"26214","ITAUBA","FURTO",2019-02-01,3
"26215","ITIQUIRA","FURTO",2019-02-01,7
"26216","JACIARA","FURTO",2019-02-01,12
"26217","JANGADA","FURTO",2019-02-01,13
"26218","JAURU","FURTO",2019-02-01,8
"26219","JUARA","FURTO",2019-02-01,15
"26220","JUINA","FURTO",2019-02-01,27
"26221","JURUENA","FURTO",2019-02-01,4
"26222","JUSCIMEIRA","FURTO",2019-02-01,9
"26223","LAMBARI DOESTE","FURTO",2019-02-01,1
"26224","LUCAS DO RIO VERDE","FURTO",2019-02-01,84
"26225","LUCIARA","FURTO",2019-02-01,1
"26226","MARCELANDIA","FURTO",2019-02-01,8
"26227","MATUPA","FURTO",2019-02-01,8
"26228","MIRASSOL D""OESTE","FURTO",2019-02-01,31
"26229","NOBRES","FURTO",2019-02-01,18
"26230","NORTELANDIA","FURTO",2019-02-01,8
"26231","NOSSA SRA DO LIVRAMENTO","FURTO",2019-02-01,4
"26232","NOVA BANDEIRANTE","FURTO",2019-02-01,3
"26233","NOVA BRASILANDIA","FURTO",2019-02-01,5
"26234","NOVA CANAA DO NORTE","FURTO",2019-02-01,4
"26235","NOVA LACERDA","FURTO",2019-02-01,4
"26236","NOVA MARILANDIA","FURTO",2019-02-01,1
"26237","NOVA MARINGA","FURTO",2019-02-01,2
"26238","NOVA MONTEVERDE","FURTO",2019-02-01,3
"26239","NOVA MUTUM","FURTO",2019-02-01,36
"26240","NOVA NAZARE","FURTO",2019-02-01,3
"26241","NOVA OLIMPIA","FURTO",2019-02-01,18
"26242","NOVA SANTA HELENA","FURTO",2019-02-01,5
"26243","NOVA UBIRATA","FURTO",2019-02-01,7
"26244","NOVA XAVANTINA","FURTO",2019-02-01,20
"26245","NOVO HORIZONTE DO NORTE","FURTO",2019-02-01,2
"26246","NOVO MUNDO","FURTO",2019-02-01,4
"26247","NOVO SANTO ANTONIO","FURTO",2019-02-01,3
"26248","NOVO SAO JOAQUIM","FURTO",2019-02-01,3
"26249","PARANAITA","FURTO",2019-02-01,13
"26250","PARANATINGA","FURTO",2019-02-01,17
"26251","PEDRA PRETA","FURTO",2019-02-01,16
"26252","PEIXOTO DE AZEVEDO","FURTO",2019-02-01,26
"26253","POCONE","FURTO",2019-02-01,27
"26254","PONTAL DO ARAGUAIA","FURTO",2019-02-01,10
"26255","PONTE BRANCA","FURTO",2019-02-01,4
"26256","PONTES E LACERDA","FURTO",2019-02-01,45
"26257","PORTO ALEGRE DO NORTE","FURTO",2019-02-01,8
"26258","PORTO DOS GAUCHOS","FURTO",2019-02-01,1
"26259","PORTO ESPERIDIAO","FURTO",2019-02-01,13
"26260","PORTO ESTRELA","FURTO",2019-02-01,1
"26261","POXOREO","FURTO",2019-02-01,13
"26262","PRIMAVERA DO LESTE","FURTO",2019-02-01,81
"26263","QUERENCIA","FURTO",2019-02-01,13
"26264","RESERVA DO CABACAL","FURTO",2019-02-01,1
"26265","RIBEIRAO CASCALHEIRA","FURTO",2019-02-01,8
"26266","RIO BRANCO","FURTO",2019-02-01,5
"26267","RONDOLANDIA","FURTO",2019-02-01,2
"26268","RONDONOPOLIS","FURTO",2019-02-01,248
"26269","ROSARIO OESTE","FURTO",2019-02-01,20
"26270","SALTO DO CEU","FURTO",2019-02-01,2
"26271","SANTA CARMEN","FURTO",2019-02-01,4
"26272","SANTA CRUZ DO XINGU","FURTO",2019-02-01,3
"26273","SANTA RITA DO TRIVELATO","FURTO",2019-02-01,1
"26274","SANTA TEREZINHA","FURTO",2019-02-01,7
"26275","SANTO ANTONIO DO LESTE","FURTO",2019-02-01,4
"26276","SANTO ANTONIO DO LEVERGER","FURTO",2019-02-01,12
"26277","SAO FELIX DO ARAGUAIA","FURTO",2019-02-01,20
"26278","SAO JOSE DO POVO","FURTO",2019-02-01,4
"26279","SAO JOSE DO RIO CLARO","FURTO",2019-02-01,14
"26280","SAO JOSE DO XINGU","FURTO",2019-02-01,4
"26281","SAO JOSE DOS QUATRO MARCOS","FURTO",2019-02-01,9
"26282","SAO PEDRO DA CIPA","FURTO",2019-02-01,2
"26283","SAPEZAL","FURTO",2019-02-01,23
"26284","SINOP","FURTO",2019-02-01,210
"26285","SORRISO","FURTO",2019-02-01,106
"26286","TABAPORA","FURTO",2019-02-01,4
"26287","TANGARA DA SERRA","FURTO",2019-02-01,122
"26288","TAPURAH","FURTO",2019-02-01,27
"26289","TERRA NOVA DO NORTE","FURTO",2019-02-01,5
"26290","TESOURO","FURTO",2019-02-01,2
"26291","TORIXOREU","FURTO",2019-02-01,2
"26292","UNIAO DO SUL","FURTO",2019-02-01,2
"26293","VALE DE SAO DOMINGOS","FURTO",2019-02-01,3
"26294","VARZEA GRANDE","FURTO",2019-02-01,344
"26295","VERA","FURTO",2019-02-01,13
"26296","VILA BELA DA SS TRINDADE","FURTO",2019-02-01,7
"26297","VILA RICA","FURTO",2019-02-01,16
"26298","ALTA FLORESTA","HOMICÍDIO DOLOSO",2019-02-01,1
"26299","ALTO ARAGUAIA","HOMICÍDIO DOLOSO",2019-02-01,1
"26300","ALTO GARCAS","HOMICÍDIO DOLOSO",2019-02-01,2
"26301","ALTO TAQUARI","HOMICÍDIO DOLOSO",2019-02-01,2
"26302","APIACAS","HOMICÍDIO DOLOSO",2019-02-01,1
"26303","ARENAPOLIS","HOMICÍDIO DOLOSO",2019-02-01,2
"26304","ARIPUANA","HOMICÍDIO DOLOSO",2019-02-01,2
"26305","BARRA DO BUGRES","HOMICÍDIO DOLOSO",2019-02-01,4
"26306","BARRA DO GARCAS","HOMICÍDIO DOLOSO",2019-02-01,2
"26307","BRASNORTE","HOMICÍDIO DOLOSO",2019-02-01,4
"26308","CACERES","HOMICÍDIO DOLOSO",2019-02-01,3
"26309","CAMPO NOVO DO PARECIS","HOMICÍDIO DOLOSO",2019-02-01,3
"26310","CAMPO VERDE","HOMICÍDIO DOLOSO",2019-02-01,4
